event,timestamp,nfInstanceId,nfType,nfStatus,nfLoadLevel,nfCpuUsage
NETWORK FUNCTION LOAD,2024-05-01 01:15:00,INSTANCE-1,AMF,REGISTERED,28.798964580206576,65.66997967150483
NETWORK FUNCTION LOAD,2024-05-01 01:20:00,INSTANCE-1,AMF,REGISTERED,27.811357062115754,58.74324623019522
NETWORK FUNCTION LOAD,2024-05-01 01:25:00,INSTANCE-1,AMF,REGISTERED,30.641365896580165,66.17683454862672
NETWORK FUNCTION LOAD,2024-05-01 01:30:00,INSTANCE-1,AMF,REGISTERED,29.14189312858852,63.29165262770128
NETWORK FUNCTION LOAD,2024-05-01 01:35:00,INSTANCE-1,AMF,REGISTERED,30.521697193384384,61.70991677891466
NETWORK FUNCTION LOAD,2024-05-01 01:40:00,INSTANCE-1,AMF,REGISTERED,30.09172652535502,73.12082017931402
NETWORK FUNCTION LOAD,2024-05-01 01:45:00,INSTANCE-1,AMF,REGISTERED,29.166218155923588,69.64419157531985
NETWORK FUNCTION LOAD,2024-05-01 01:50:00,INSTANCE-1,AMF,REGISTERED,31.06388853782608,66.05093114851373
NETWORK FUNCTION LOAD,2024-05-01 01:55:00,INSTANCE-1,AMF,REGISTERED,31.728949450919494,75.71558429317963
NETWORK FUNCTION LOAD,2024-05-01 02:00:00,INSTANCE-1,AMF,REGISTERED,35.62268229439439,72.44161798492041
NETWORK FUNCTION LOAD,2024-05-01 02:05:00,INSTANCE-1,AMF,REGISTERED,36.72010290930894,63.59396792723146
NETWORK FUNCTION LOAD,2024-05-01 02:10:00,INSTANCE-1,AMF,REGISTERED,38.58372558794494,73.25984587266385
NETWORK FUNCTION LOAD,2024-05-01 02:15:00,INSTANCE-1,AMF,REGISTERED,39.45824121624446,60.21912151490299
NETWORK FUNCTION LOAD,2024-05-01 02:20:00,INSTANCE-1,AMF,REGISTERED,38.591562647390184,72.69004606018325
NETWORK FUNCTION LOAD,2024-05-01 02:25:00,INSTANCE-1,AMF,REGISTERED,38.00797617200852,71.07514108851599
NETWORK FUNCTION LOAD,2024-05-01 02:30:00,INSTANCE-1,AMF,REGISTERED,40.51745878409913,54.718605478301136
NETWORK FUNCTION LOAD,2024-05-01 02:35:00,INSTANCE-1,AMF,REGISTERED,40.88327944011209,68.24111476052735
NETWORK FUNCTION LOAD,2024-05-01 02:40:00,INSTANCE-1,AMF,REGISTERED,39.35600078062639,69.96823932062327
NETWORK FUNCTION LOAD,2024-05-01 02:45:00,INSTANCE-1,AMF,REGISTERED,39.13648678895366,69.35008805223237
NETWORK FUNCTION LOAD,2024-05-01 02:50:00,INSTANCE-1,AMF,REGISTERED,38.45606249240667,64.45914164823884
NETWORK FUNCTION LOAD,2024-05-01 02:55:00,INSTANCE-1,AMF,REGISTERED,35.491062268121816,65.89368328303364
NETWORK FUNCTION LOAD,2024-05-01 03:00:00,INSTANCE-1,AMF,REGISTERED,34.28228252782374,63.033964925922376
NETWORK FUNCTION LOAD,2024-05-01 03:05:00,INSTANCE-1,AMF,REGISTERED,31.76777882099623,69.85422205753673
NETWORK FUNCTION LOAD,2024-05-01 03:10:00,INSTANCE-1,AMF,REGISTERED,31.403768993276678,70.44404545396188
NETWORK FUNCTION LOAD,2024-05-01 03:15:00,INSTANCE-1,AMF,REGISTERED,29.461699470837228,61.92856627050438
NETWORK FUNCTION LOAD,2024-05-01 03:20:00,INSTANCE-1,AMF,REGISTERED,29.28369057754167,67.84067150083911
NETWORK FUNCTION LOAD,2024-05-01 03:25:00,INSTANCE-1,AMF,REGISTERED,28.33922561311626,76.11995927064763
NETWORK FUNCTION LOAD,2024-05-01 03:30:00,INSTANCE-1,AMF,REGISTERED,29.650141329044263,57.941967886886694
NETWORK FUNCTION LOAD,2024-05-01 03:35:00,INSTANCE-1,AMF,REGISTERED,28.800117123468596,64.0577104161358
NETWORK FUNCTION LOAD,2024-05-01 03:40:00,INSTANCE-1,AMF,REGISTERED,30.4490882577891,64.73526412539533
NETWORK FUNCTION LOAD,2024-05-01 03:45:00,INSTANCE-1,AMF,REGISTERED,33.8091810260723,63.14701863617124
NETWORK FUNCTION LOAD,2024-05-01 03:50:00,INSTANCE-1,AMF,REGISTERED,33.1366614440428,69.4165551573638
NETWORK FUNCTION LOAD,2024-05-01 03:55:00,INSTANCE-1,AMF,REGISTERED,32.80575461307697,70.06273676317313
NETWORK FUNCTION LOAD,2024-05-01 04:00:00,INSTANCE-1,AMF,REGISTERED,33.77415619820965,67.36589804485547
NETWORK FUNCTION LOAD,2024-05-01 04:05:00,INSTANCE-1,AMF,REGISTERED,35.27779725610653,71.99961871510627
NETWORK FUNCTION LOAD,2024-05-01 04:10:00,INSTANCE-1,AMF,REGISTERED,37.2440263846022,54.19617304772664
NETWORK FUNCTION LOAD,2024-05-01 04:15:00,INSTANCE-1,AMF,REGISTERED,39.27397781979649,73.18616808867682
NETWORK FUNCTION LOAD,2024-05-01 04:20:00,INSTANCE-1,AMF,REGISTERED,37.027860786390114,69.80234657517761
NETWORK FUNCTION LOAD,2024-05-01 04:25:00,INSTANCE-1,AMF,REGISTERED,39.452153966042786,58.2409421537648
NETWORK FUNCTION LOAD,2024-05-01 04:30:00,INSTANCE-1,AMF,REGISTERED,40.37679578574256,63.61989368754
NETWORK FUNCTION LOAD,2024-05-01 04:35:00,INSTANCE-1,AMF,REGISTERED,39.7388127943851,63.08118270892685
NETWORK FUNCTION LOAD,2024-05-01 04:40:00,INSTANCE-1,AMF,REGISTERED,40.524116435380115,63.71197335885557
NETWORK FUNCTION LOAD,2024-05-01 04:45:00,INSTANCE-1,AMF,REGISTERED,38.743212512667455,64.68575598729974
NETWORK FUNCTION LOAD,2024-05-01 04:50:00,INSTANCE-1,AMF,REGISTERED,39.11949704191216,66.33102831989893
NETWORK FUNCTION LOAD,2024-05-01 04:55:00,INSTANCE-1,AMF,REGISTERED,35.982292429303456,61.44241342868945
NETWORK FUNCTION LOAD,2024-05-01 05:00:00,INSTANCE-1,AMF,REGISTERED,35.92944164267747,62.539631525959464
NETWORK FUNCTION LOAD,2024-05-01 05:05:00,INSTANCE-1,AMF,REGISTERED,32.08172158990688,65.6442586329449
NETWORK FUNCTION LOAD,2024-05-01 05:10:00,INSTANCE-1,AMF,REGISTERED,32.816196941957266,64.4728694329048
NETWORK FUNCTION LOAD,2024-05-01 05:15:00,INSTANCE-1,AMF,REGISTERED,33.350725021906875,67.97961678170722
NETWORK FUNCTION LOAD,2024-05-01 05:20:00,INSTANCE-1,AMF,REGISTERED,31.16275213271729,72.69004349814175
NETWORK FUNCTION LOAD,2024-05-01 05:25:00,INSTANCE-1,AMF,REGISTERED,28.007182416638287,71.62845763394385
NETWORK FUNCTION LOAD,2024-05-01 05:30:00,INSTANCE-1,AMF,REGISTERED,27.76076147229493,81.86633616026332
NETWORK FUNCTION LOAD,2024-05-01 05:35:00,INSTANCE-1,AMF,REGISTERED,28.285890205739737,67.08773969849727
NETWORK FUNCTION LOAD,2024-05-01 05:40:00,INSTANCE-1,AMF,REGISTERED,31.132824322059392,62.645691760106786
NETWORK FUNCTION LOAD,2024-05-01 05:45:00,INSTANCE-1,AMF,REGISTERED,31.059710348799555,59.955948292581155
NETWORK FUNCTION LOAD,2024-05-01 05:50:00,INSTANCE-1,AMF,REGISTERED,30.087834278358233,64.49796638622085
NETWORK FUNCTION LOAD,2024-05-01 05:55:00,INSTANCE-1,AMF,REGISTERED,32.087234786157346,65.11717007029698
NETWORK FUNCTION LOAD,2024-05-01 06:00:00,INSTANCE-1,AMF,REGISTERED,35.07361006700626,66.63960452850189
NETWORK FUNCTION LOAD,2024-05-01 06:05:00,INSTANCE-1,AMF,REGISTERED,34.52414963013675,65.73243533911985
NETWORK FUNCTION LOAD,2024-05-01 06:10:00,INSTANCE-1,AMF,REGISTERED,38.46733201454298,67.84449843753761
NETWORK FUNCTION LOAD,2024-05-01 06:15:00,INSTANCE-1,AMF,REGISTERED,41.483455687039346,73.22167058698714
NETWORK FUNCTION LOAD,2024-05-01 06:20:00,INSTANCE-1,AMF,REGISTERED,35.15088337290369,62.50840138465182
NETWORK FUNCTION LOAD,2024-05-01 06:25:00,INSTANCE-1,AMF,REGISTERED,39.67280640545917,56.391689889262985
NETWORK FUNCTION LOAD,2024-05-01 06:30:00,INSTANCE-1,AMF,REGISTERED,40.62964917751926,72.45736750200716
NETWORK FUNCTION LOAD,2024-05-01 06:35:00,INSTANCE-1,AMF,REGISTERED,38.37191487546253,65.82500377097173
NETWORK FUNCTION LOAD,2024-05-01 06:40:00,INSTANCE-1,AMF,REGISTERED,38.56078279792789,66.92829826087149
NETWORK FUNCTION LOAD,2024-05-01 06:45:00,INSTANCE-1,AMF,REGISTERED,39.56697519994164,68.34116071671144
NETWORK FUNCTION LOAD,2024-05-01 06:50:00,INSTANCE-1,AMF,REGISTERED,35.11231757055825,62.35893604181848
NETWORK FUNCTION LOAD,2024-05-01 06:55:00,INSTANCE-1,AMF,REGISTERED,36.941154098934234,66.6939175955892
NETWORK FUNCTION LOAD,2024-05-01 07:00:00,INSTANCE-1,AMF,REGISTERED,35.39316566616379,66.5260165186708
NETWORK FUNCTION LOAD,2024-05-01 07:05:00,INSTANCE-1,AMF,REGISTERED,32.51389855068091,70.22926268089314
NETWORK FUNCTION LOAD,2024-05-01 07:10:00,INSTANCE-1,AMF,REGISTERED,30.81795949311013,74.00257370013531
NETWORK FUNCTION LOAD,2024-05-01 07:15:00,INSTANCE-1,AMF,REGISTERED,30.132135689444436,60.43954251688979
NETWORK FUNCTION LOAD,2024-05-01 07:20:00,INSTANCE-1,AMF,REGISTERED,30.753095022125557,70.49885168578463
NETWORK FUNCTION LOAD,2024-05-01 07:25:00,INSTANCE-1,AMF,REGISTERED,26.133981422930425,71.9354475399981
NETWORK FUNCTION LOAD,2024-05-01 07:30:00,INSTANCE-1,AMF,REGISTERED,29.846598749983567,59.63459716422787
NETWORK FUNCTION LOAD,2024-05-01 07:35:00,INSTANCE-1,AMF,REGISTERED,28.6656796086664,67.20682185539874
NETWORK FUNCTION LOAD,2024-05-01 07:40:00,INSTANCE-1,AMF,REGISTERED,28.73030003680555,71.17265621368686
NETWORK FUNCTION LOAD,2024-05-01 07:45:00,INSTANCE-1,AMF,REGISTERED,32.21186803676473,64.08476586696798
NETWORK FUNCTION LOAD,2024-05-01 07:50:00,INSTANCE-1,AMF,REGISTERED,31.943218971820553,63.18738055195714
NETWORK FUNCTION LOAD,2024-05-01 07:55:00,INSTANCE-1,AMF,REGISTERED,32.39142970827882,62.781597870842766
NETWORK FUNCTION LOAD,2024-05-01 08:00:00,INSTANCE-1,AMF,REGISTERED,33.77037572844683,59.09290560450059
NETWORK FUNCTION LOAD,2024-05-01 08:05:00,INSTANCE-1,AMF,REGISTERED,36.739405360873235,64.38433124839905
NETWORK FUNCTION LOAD,2024-05-01 08:10:00,INSTANCE-1,AMF,REGISTERED,35.14602780936841,64.50830313876281
NETWORK FUNCTION LOAD,2024-05-01 08:15:00,INSTANCE-1,AMF,REGISTERED,38.04640014031602,61.01850974318787
NETWORK FUNCTION LOAD,2024-05-01 08:20:00,INSTANCE-1,AMF,REGISTERED,37.79990956406618,67.67907160850552
NETWORK FUNCTION LOAD,2024-05-01 08:25:00,INSTANCE-1,AMF,REGISTERED,41.23745952464955,69.47785934056058
NETWORK FUNCTION LOAD,2024-05-01 08:30:00,INSTANCE-1,AMF,REGISTERED,38.40969975236533,64.68923985585478
NETWORK FUNCTION LOAD,2024-05-01 08:35:00,INSTANCE-1,AMF,REGISTERED,39.60590383157332,66.05150880779787
NETWORK FUNCTION LOAD,2024-05-01 08:40:00,INSTANCE-1,AMF,REGISTERED,39.71960731160823,68.02319814619966
NETWORK FUNCTION LOAD,2024-05-01 08:45:00,INSTANCE-1,AMF,REGISTERED,34.49190824360023,65.20369154225395
NETWORK FUNCTION LOAD,2024-05-01 08:50:00,INSTANCE-1,AMF,REGISTERED,36.44369257139182,72.23666249780827
NETWORK FUNCTION LOAD,2024-05-01 08:55:00,INSTANCE-1,AMF,REGISTERED,37.34630659655446,63.32018858091777
NETWORK FUNCTION LOAD,2024-05-01 09:00:00,INSTANCE-1,AMF,REGISTERED,34.21859087365692,57.25149761369478
NETWORK FUNCTION LOAD,2024-05-01 09:05:00,INSTANCE-1,AMF,REGISTERED,31.387672167129423,68.62172275763446
NETWORK FUNCTION LOAD,2024-05-01 09:10:00,INSTANCE-1,AMF,REGISTERED,30.95040571610165,64.32007629485248
NETWORK FUNCTION LOAD,2024-05-01 09:15:00,INSTANCE-1,AMF,REGISTERED,32.67928905513689,57.769187655951825
NETWORK FUNCTION LOAD,2024-05-01 09:20:00,INSTANCE-1,AMF,REGISTERED,30.968046125678995,65.76546620654094
NETWORK FUNCTION LOAD,2024-05-01 09:25:00,INSTANCE-1,AMF,REGISTERED,28.10044627831185,62.11384918317068
NETWORK FUNCTION LOAD,2024-05-01 09:30:00,INSTANCE-1,AMF,REGISTERED,27.678773957299363,58.708159129891605
NETWORK FUNCTION LOAD,2024-05-01 09:35:00,INSTANCE-1,AMF,REGISTERED,28.78924983972243,69.04001913030594
NETWORK FUNCTION LOAD,2024-05-01 09:40:00,INSTANCE-1,AMF,REGISTERED,30.060232484101306,65.75689301263627
NETWORK FUNCTION LOAD,2024-05-01 09:45:00,INSTANCE-1,AMF,REGISTERED,33.03657786240126,70.0132552307258
NETWORK FUNCTION LOAD,2024-05-01 09:50:00,INSTANCE-1,AMF,REGISTERED,32.36384096680524,64.94293979874027
NETWORK FUNCTION LOAD,2024-05-01 09:55:00,INSTANCE-1,AMF,REGISTERED,34.81267100296749,66.35298490599214
NETWORK FUNCTION LOAD,2024-05-01 10:00:00,INSTANCE-1,AMF,REGISTERED,34.84318949319749,66.0466300389015
NETWORK FUNCTION LOAD,2024-05-01 10:05:00,INSTANCE-1,AMF,REGISTERED,35.26504393517146,65.31502814187877
NETWORK FUNCTION LOAD,2024-05-01 10:10:00,INSTANCE-1,AMF,REGISTERED,36.982527553942255,68.75685394647653
NETWORK FUNCTION LOAD,2024-05-01 10:15:00,INSTANCE-1,AMF,REGISTERED,38.6472969530891,53.027445279716915
NETWORK FUNCTION LOAD,2024-05-01 10:20:00,INSTANCE-1,AMF,REGISTERED,38.397707232249005,64.72152154961343
NETWORK FUNCTION LOAD,2024-05-01 10:25:00,INSTANCE-1,AMF,REGISTERED,39.98370098538999,73.13442245948269
NETWORK FUNCTION LOAD,2024-05-01 10:30:00,INSTANCE-1,AMF,REGISTERED,40.377736298443295,72.03318184333031
NETWORK FUNCTION LOAD,2024-05-01 10:35:00,INSTANCE-1,AMF,REGISTERED,37.37920786380426,74.3120945043075
NETWORK FUNCTION LOAD,2024-05-01 10:40:00,INSTANCE-1,AMF,REGISTERED,39.46248187440936,69.65595158299553
NETWORK FUNCTION LOAD,2024-05-01 10:45:00,INSTANCE-1,AMF,REGISTERED,36.26268163038922,74.83138964993407
NETWORK FUNCTION LOAD,2024-05-01 10:50:00,INSTANCE-1,AMF,REGISTERED,38.66688007288262,59.13615397836777
NETWORK FUNCTION LOAD,2024-05-01 10:55:00,INSTANCE-1,AMF,REGISTERED,34.96095846322926,74.29263619125841
NETWORK FUNCTION LOAD,2024-05-01 11:00:00,INSTANCE-1,AMF,REGISTERED,32.923476220467634,57.19968224516975
NETWORK FUNCTION LOAD,2024-05-01 11:05:00,INSTANCE-1,AMF,REGISTERED,37.16738936939958,70.48149085870398
NETWORK FUNCTION LOAD,2024-05-01 11:10:00,INSTANCE-1,AMF,REGISTERED,33.648969696748495,60.25977155714713
NETWORK FUNCTION LOAD,2024-05-01 11:15:00,INSTANCE-1,AMF,REGISTERED,31.336282730812616,65.31848377616667
NETWORK FUNCTION LOAD,2024-05-01 11:20:00,INSTANCE-1,AMF,REGISTERED,29.324731835685174,61.66327747702286
NETWORK FUNCTION LOAD,2024-05-01 11:25:00,INSTANCE-1,AMF,REGISTERED,26.641374041493048,69.42787861996493
NETWORK FUNCTION LOAD,2024-05-01 11:30:00,INSTANCE-1,AMF,REGISTERED,29.42488313357036,70.26013894686517
NETWORK FUNCTION LOAD,2024-05-01 11:35:00,INSTANCE-1,AMF,REGISTERED,28.67684360403973,68.68801579186926
NETWORK FUNCTION LOAD,2024-05-01 11:40:00,INSTANCE-1,AMF,REGISTERED,32.53009922853635,67.13961819867532
NETWORK FUNCTION LOAD,2024-05-01 11:45:00,INSTANCE-1,AMF,REGISTERED,32.72795864775757,69.00341527726391
NETWORK FUNCTION LOAD,2024-05-01 11:50:00,INSTANCE-1,AMF,REGISTERED,34.78519458450251,59.5589507036837
NETWORK FUNCTION LOAD,2024-05-01 11:55:00,INSTANCE-1,AMF,REGISTERED,34.92865366787296,69.53899675278012
NETWORK FUNCTION LOAD,2024-05-01 12:00:00,INSTANCE-1,AMF,REGISTERED,36.362436207881856,67.54698583794583
NETWORK FUNCTION LOAD,2024-05-01 12:05:00,INSTANCE-1,AMF,REGISTERED,34.795659842696516,68.94688439438627
NETWORK FUNCTION LOAD,2024-05-01 12:10:00,INSTANCE-1,AMF,REGISTERED,35.84090421393711,73.09067694119244
NETWORK FUNCTION LOAD,2024-05-01 12:15:00,INSTANCE-1,AMF,REGISTERED,37.76704028965503,69.43558795359765
NETWORK FUNCTION LOAD,2024-05-01 12:20:00,INSTANCE-1,AMF,REGISTERED,37.01905579068726,63.58576244624247
NETWORK FUNCTION LOAD,2024-05-01 12:25:00,INSTANCE-1,AMF,REGISTERED,40.56644455382755,67.87023837863924
NETWORK FUNCTION LOAD,2024-05-01 12:30:00,INSTANCE-1,AMF,REGISTERED,37.90817197686527,66.0102623393655
NETWORK FUNCTION LOAD,2024-05-01 12:35:00,INSTANCE-1,AMF,REGISTERED,39.18683339699317,64.42414585187073
NETWORK FUNCTION LOAD,2024-05-01 12:40:00,INSTANCE-1,AMF,REGISTERED,36.37639045234032,59.22595747738771
NETWORK FUNCTION LOAD,2024-05-01 12:45:00,INSTANCE-1,AMF,REGISTERED,41.21428584164699,64.53978348557615
NETWORK FUNCTION LOAD,2024-05-01 12:50:00,INSTANCE-1,AMF,REGISTERED,37.92886407922403,61.998322844139196
NETWORK FUNCTION LOAD,2024-05-01 12:55:00,INSTANCE-1,AMF,REGISTERED,36.632376733395176,72.6914058188484
NETWORK FUNCTION LOAD,2024-05-01 13:00:00,INSTANCE-1,AMF,REGISTERED,35.00233128684955,74.46017014332688
NETWORK FUNCTION LOAD,2024-05-01 13:05:00,INSTANCE-1,AMF,REGISTERED,32.50619523761006,69.18741264783206
NETWORK FUNCTION LOAD,2024-05-01 13:10:00,INSTANCE-1,AMF,REGISTERED,33.18059471340369,66.95282419735466
NETWORK FUNCTION LOAD,2024-05-01 13:15:00,INSTANCE-1,AMF,REGISTERED,32.25910992817619,67.56872281006922
NETWORK FUNCTION LOAD,2024-05-01 13:20:00,INSTANCE-1,AMF,REGISTERED,30.852314378614793,64.4682803081188
NETWORK FUNCTION LOAD,2024-05-01 13:25:00,INSTANCE-1,AMF,REGISTERED,31.462317428381624,82.52564899743932
NETWORK FUNCTION LOAD,2024-05-01 13:30:00,INSTANCE-1,AMF,REGISTERED,29.696691760976595,65.3733471415087
NETWORK FUNCTION LOAD,2024-05-01 13:35:00,INSTANCE-1,AMF,REGISTERED,28.277037662128322,59.47078969675586
NETWORK FUNCTION LOAD,2024-05-01 13:40:00,INSTANCE-1,AMF,REGISTERED,30.828465909130962,67.35015964074985
NETWORK FUNCTION LOAD,2024-05-01 13:45:00,INSTANCE-1,AMF,REGISTERED,31.155421828201057,65.2457430777977
NETWORK FUNCTION LOAD,2024-05-01 13:50:00,INSTANCE-1,AMF,REGISTERED,29.665615756777868,74.41562813477628
NETWORK FUNCTION LOAD,2024-05-01 13:55:00,INSTANCE-1,AMF,REGISTERED,34.084166331294604,69.7861328082096
NETWORK FUNCTION LOAD,2024-05-01 14:00:00,INSTANCE-1,AMF,REGISTERED,33.40466588851096,65.54866482133906
NETWORK FUNCTION LOAD,2024-05-01 14:05:00,INSTANCE-1,AMF,REGISTERED,36.31943184711951,69.02378174850706
NETWORK FUNCTION LOAD,2024-05-01 14:10:00,INSTANCE-1,AMF,REGISTERED,34.068060284980895,72.32743658590257
NETWORK FUNCTION LOAD,2024-05-01 14:15:00,INSTANCE-1,AMF,REGISTERED,38.78954570523051,58.84785837841147
NETWORK FUNCTION LOAD,2024-05-01 14:20:00,INSTANCE-1,AMF,REGISTERED,38.76268096169448,65.31145621112756
NETWORK FUNCTION LOAD,2024-05-01 14:25:00,INSTANCE-1,AMF,REGISTERED,36.95101441819223,68.24069723383084
NETWORK FUNCTION LOAD,2024-05-01 14:30:00,INSTANCE-1,AMF,REGISTERED,39.246133712597654,64.14446406746946
NETWORK FUNCTION LOAD,2024-05-01 14:35:00,INSTANCE-1,AMF,REGISTERED,39.04046495069589,69.54174171594872
NETWORK FUNCTION LOAD,2024-05-01 14:40:00,INSTANCE-1,AMF,REGISTERED,43.06651211575557,66.70682577902261
NETWORK FUNCTION LOAD,2024-05-01 14:45:00,INSTANCE-1,AMF,REGISTERED,36.686817158877766,64.86973250769606
NETWORK FUNCTION LOAD,2024-05-01 14:50:00,INSTANCE-1,AMF,REGISTERED,35.42119082921712,66.24885271911916
NETWORK FUNCTION LOAD,2024-05-01 14:55:00,INSTANCE-1,AMF,REGISTERED,36.20339071857697,66.01824631650938
NETWORK FUNCTION LOAD,2024-05-01 15:00:00,INSTANCE-1,AMF,REGISTERED,38.62950295855321,63.31202132384908
NETWORK FUNCTION LOAD,2024-05-01 15:05:00,INSTANCE-1,AMF,REGISTERED,34.80686984329668,66.64125779537174
NETWORK FUNCTION LOAD,2024-05-01 15:10:00,INSTANCE-1,AMF,REGISTERED,32.59980866105014,69.53693943612183
NETWORK FUNCTION LOAD,2024-05-01 15:15:00,INSTANCE-1,AMF,REGISTERED,31.507390878865486,67.76105463250906
NETWORK FUNCTION LOAD,2024-05-01 15:20:00,INSTANCE-1,AMF,REGISTERED,30.900515395873057,67.14799316180334
NETWORK FUNCTION LOAD,2024-05-01 15:25:00,INSTANCE-1,AMF,REGISTERED,28.889385751487854,67.28593399068549
NETWORK FUNCTION LOAD,2024-05-01 15:30:00,INSTANCE-1,AMF,REGISTERED,30.323502799060364,74.7035974513453
NETWORK FUNCTION LOAD,2024-05-01 15:35:00,INSTANCE-1,AMF,REGISTERED,29.474671369753878,70.23864028460255
NETWORK FUNCTION LOAD,2024-05-01 15:40:00,INSTANCE-1,AMF,REGISTERED,28.655707299839072,65.12993179012514
NETWORK FUNCTION LOAD,2024-05-01 15:45:00,INSTANCE-1,AMF,REGISTERED,30.92272319767211,63.32807491893152
NETWORK FUNCTION LOAD,2024-05-01 15:50:00,INSTANCE-1,AMF,REGISTERED,31.044970839396797,62.42369217168854
NETWORK FUNCTION LOAD,2024-05-01 15:55:00,INSTANCE-1,AMF,REGISTERED,31.903288549197736,64.3989654448541
NETWORK FUNCTION LOAD,2024-05-01 16:00:00,INSTANCE-1,AMF,REGISTERED,32.85453621139386,68.4687787378752
NETWORK FUNCTION LOAD,2024-05-01 16:05:00,INSTANCE-1,AMF,REGISTERED,36.17976157342183,64.66443242747081
NETWORK FUNCTION LOAD,2024-05-01 16:10:00,INSTANCE-1,AMF,REGISTERED,38.616352676332575,65.57634199569027
NETWORK FUNCTION LOAD,2024-05-01 16:15:00,INSTANCE-1,AMF,REGISTERED,37.159848679434575,71.23789192013538
NETWORK FUNCTION LOAD,2024-05-01 16:20:00,INSTANCE-1,AMF,REGISTERED,38.791940562773675,68.55410993616664
NETWORK FUNCTION LOAD,2024-05-01 16:25:00,INSTANCE-1,AMF,REGISTERED,39.03044997897091,69.09476694439533
NETWORK FUNCTION LOAD,2024-05-01 16:30:00,INSTANCE-1,AMF,REGISTERED,38.66146507366294,63.106934108880125
NETWORK FUNCTION LOAD,2024-05-01 16:35:00,INSTANCE-1,AMF,REGISTERED,39.9113495809997,63.31747386306877
NETWORK FUNCTION LOAD,2024-05-01 16:40:00,INSTANCE-1,AMF,REGISTERED,36.871939965053215,68.88760524812986
NETWORK FUNCTION LOAD,2024-05-01 16:45:00,INSTANCE-1,AMF,REGISTERED,37.86034749321194,70.976433148171
NETWORK FUNCTION LOAD,2024-05-01 16:50:00,INSTANCE-1,AMF,REGISTERED,36.83226969998942,64.4310488028445
NETWORK FUNCTION LOAD,2024-05-01 16:55:00,INSTANCE-1,AMF,REGISTERED,36.86338041852464,66.44437660046057
NETWORK FUNCTION LOAD,2024-05-01 17:00:00,INSTANCE-1,AMF,REGISTERED,35.29911654036764,71.45770058497254
NETWORK FUNCTION LOAD,2024-05-01 17:05:00,INSTANCE-1,AMF,REGISTERED,33.94936364361453,71.7247517802229
NETWORK FUNCTION LOAD,2024-05-01 17:10:00,INSTANCE-1,AMF,REGISTERED,34.72158297543842,77.73667577941814
NETWORK FUNCTION LOAD,2024-05-01 17:15:00,INSTANCE-1,AMF,REGISTERED,29.51149319367638,60.66866089166372
NETWORK FUNCTION LOAD,2024-05-01 17:20:00,INSTANCE-1,AMF,REGISTERED,29.755767483937746,69.11021080025567
NETWORK FUNCTION LOAD,2024-05-01 17:25:00,INSTANCE-1,AMF,REGISTERED,30.08060203818623,68.50509788839537
NETWORK FUNCTION LOAD,2024-05-01 17:30:00,INSTANCE-1,AMF,REGISTERED,31.05260226253138,57.20323851850589
NETWORK FUNCTION LOAD,2024-05-01 17:35:00,INSTANCE-1,AMF,REGISTERED,27.483486740212115,59.28691708626273
NETWORK FUNCTION LOAD,2024-05-01 17:40:00,INSTANCE-1,AMF,REGISTERED,29.33041332173835,64.51327600507963
NETWORK FUNCTION LOAD,2024-05-01 17:45:00,INSTANCE-1,AMF,REGISTERED,33.59486468137978,66.16953458763646
