event,timestamp,snssais,sliceLoadLevel,numOfUes,numOfUesReg
SLICE LOAD LEVEL,2024-05-01 02:05:00,SLICE-1,9.127201321958262,14,500
SLICE LOAD LEVEL,2024-05-01 02:10:00,SLICE-1,11.483275059307175,0,500
SLICE LOAD LEVEL,2024-05-01 02:15:00,SLICE-1,9.535027918501248,217,500
SLICE LOAD LEVEL,2024-05-01 02:20:00,SLICE-1,11.101071014639128,373,500
SLICE LOAD LEVEL,2024-05-01 02:25:00,SLICE-1,12.678458043942573,492,500
SLICE LOAD LEVEL,2024-05-01 02:30:00,SLICE-1,16.356474784282938,509,500
SLICE LOAD LEVEL,2024-05-01 02:35:00,SLICE-1,9.658065646721054,407,500
SLICE LOAD LEVEL,2024-05-01 02:40:00,SLICE-1,7.394591670346703,330,500
SLICE LOAD LEVEL,2024-05-01 02:45:00,SLICE-1,9.888630230450511,188,500
SLICE LOAD LEVEL,2024-05-01 02:50:00,SLICE-1,7.497040102450267,119,500
SLICE LOAD LEVEL,2024-05-01 02:55:00,SLICE-1,8.36639487614308,0,500
SLICE LOAD LEVEL,2024-05-01 03:00:00,SLICE-1,9.727069964904514,0,500
SLICE LOAD LEVEL,2024-05-01 03:05:00,SLICE-1,9.425196763855975,0,500
SLICE LOAD LEVEL,2024-05-01 03:10:00,SLICE-1,9.809680184287437,0,500
SLICE LOAD LEVEL,2024-05-01 03:15:00,SLICE-1,8.583988348167459,77,500
SLICE LOAD LEVEL,2024-05-01 03:20:00,SLICE-1,7.328416326073795,0,500
SLICE LOAD LEVEL,2024-05-01 03:25:00,SLICE-1,9.658278438029145,140,500
SLICE LOAD LEVEL,2024-05-01 03:30:00,SLICE-1,8.154473086092597,209,500
SLICE LOAD LEVEL,2024-05-01 03:35:00,SLICE-1,8.087949825709794,12,500
SLICE LOAD LEVEL,2024-05-01 03:40:00,SLICE-1,9.840544007642935,99,500
SLICE LOAD LEVEL,2024-05-01 03:45:00,SLICE-1,9.352584639012688,0,500
SLICE LOAD LEVEL,2024-05-01 03:50:00,SLICE-1,7.268441827120865,26,500
SLICE LOAD LEVEL,2024-05-01 03:55:00,SLICE-1,5.580290561532226,46,500
SLICE LOAD LEVEL,2024-05-01 04:00:00,SLICE-1,9.995753789025521,0,500
SLICE LOAD LEVEL,2024-05-01 04:05:00,SLICE-1,10.05746293195432,56,500
SLICE LOAD LEVEL,2024-05-01 04:10:00,SLICE-1,6.467578914593537,188,500
SLICE LOAD LEVEL,2024-05-01 04:15:00,SLICE-1,14.926589305714288,148,500
SLICE LOAD LEVEL,2024-05-01 04:20:00,SLICE-1,13.195699127227257,424,500
SLICE LOAD LEVEL,2024-05-01 04:25:00,SLICE-1,12.129915865231016,342,500
SLICE LOAD LEVEL,2024-05-01 04:30:00,SLICE-1,10.454874016720273,449,500
SLICE LOAD LEVEL,2024-05-01 04:35:00,SLICE-1,13.494226681827623,326,500
SLICE LOAD LEVEL,2024-05-01 04:40:00,SLICE-1,12.32615981349543,377,500
SLICE LOAD LEVEL,2024-05-01 04:45:00,SLICE-1,11.946662170299934,219,500
SLICE LOAD LEVEL,2024-05-01 04:50:00,SLICE-1,9.516400219179983,42,500
SLICE LOAD LEVEL,2024-05-01 04:55:00,SLICE-1,7.615500607915385,53,500
SLICE LOAD LEVEL,2024-05-01 05:00:00,SLICE-1,9.029165134094157,0,500
SLICE LOAD LEVEL,2024-05-01 05:05:00,SLICE-1,9.008204774856956,36,500
SLICE LOAD LEVEL,2024-05-01 05:10:00,SLICE-1,9.401531850548219,14,500
SLICE LOAD LEVEL,2024-05-01 05:15:00,SLICE-1,10.540936630519802,0,500
SLICE LOAD LEVEL,2024-05-01 05:20:00,SLICE-1,8.435018556894573,51,500
SLICE LOAD LEVEL,2024-05-01 05:25:00,SLICE-1,8.88553843888842,0,500
SLICE LOAD LEVEL,2024-05-01 05:30:00,SLICE-1,8.036523720293982,118,500
SLICE LOAD LEVEL,2024-05-01 05:35:00,SLICE-1,10.389494280800948,20,500
SLICE LOAD LEVEL,2024-05-01 05:40:00,SLICE-1,10.274338398105625,121,500
SLICE LOAD LEVEL,2024-05-01 05:45:00,SLICE-1,8.69882091050486,55,500
SLICE LOAD LEVEL,2024-05-01 05:50:00,SLICE-1,9.469002448760389,5,500
SLICE LOAD LEVEL,2024-05-01 05:55:00,SLICE-1,8.363247981737787,0,500
SLICE LOAD LEVEL,2024-05-01 06:00:00,SLICE-1,6.045237747725928,78,500
SLICE LOAD LEVEL,2024-05-01 06:05:00,SLICE-1,9.714378567510531,139,500
SLICE LOAD LEVEL,2024-05-01 06:10:00,SLICE-1,12.945653037998383,165,500
SLICE LOAD LEVEL,2024-05-01 06:15:00,SLICE-1,10.730241265606919,267,500
SLICE LOAD LEVEL,2024-05-01 06:20:00,SLICE-1,9.535124434101473,280,500
SLICE LOAD LEVEL,2024-05-01 06:25:00,SLICE-1,13.187348138161237,467,500
SLICE LOAD LEVEL,2024-05-01 06:30:00,SLICE-1,13.850894705072829,460,500
SLICE LOAD LEVEL,2024-05-01 06:35:00,SLICE-1,13.664883908976995,389,500
SLICE LOAD LEVEL,2024-05-01 06:40:00,SLICE-1,10.78810477608936,271,500
SLICE LOAD LEVEL,2024-05-01 06:45:00,SLICE-1,10.797814940491195,180,500
SLICE LOAD LEVEL,2024-05-01 06:50:00,SLICE-1,7.581374689520554,184,500
SLICE LOAD LEVEL,2024-05-01 06:55:00,SLICE-1,9.436849384576314,71,500
SLICE LOAD LEVEL,2024-05-01 07:00:00,SLICE-1,9.047532563984326,16,500
SLICE LOAD LEVEL,2024-05-01 07:05:00,SLICE-1,4.1603057716098455,0,500
SLICE LOAD LEVEL,2024-05-01 07:10:00,SLICE-1,9.104370129283689,46,500
SLICE LOAD LEVEL,2024-05-01 07:15:00,SLICE-1,10.30812674092497,0,500
SLICE LOAD LEVEL,2024-05-01 07:20:00,SLICE-1,10.161206378749672,0,500
SLICE LOAD LEVEL,2024-05-01 07:25:00,SLICE-1,7.390075921899084,114,500
SLICE LOAD LEVEL,2024-05-01 07:30:00,SLICE-1,11.135746877919827,115,500
SLICE LOAD LEVEL,2024-05-01 07:35:00,SLICE-1,9.05799250854435,71,500
SLICE LOAD LEVEL,2024-05-01 07:40:00,SLICE-1,10.437585176545412,94,500
SLICE LOAD LEVEL,2024-05-01 07:45:00,SLICE-1,12.436373317346556,0,500
SLICE LOAD LEVEL,2024-05-01 07:50:00,SLICE-1,11.482830788328068,0,500
SLICE LOAD LEVEL,2024-05-01 07:55:00,SLICE-1,7.203122344541031,0,500
SLICE LOAD LEVEL,2024-05-01 08:00:00,SLICE-1,10.84717439757625,5,500
SLICE LOAD LEVEL,2024-05-01 08:05:00,SLICE-1,6.909251295348614,109,500
SLICE LOAD LEVEL,2024-05-01 08:10:00,SLICE-1,11.432343564378828,149,500
SLICE LOAD LEVEL,2024-05-01 08:15:00,SLICE-1,10.388354945259517,227,500
SLICE LOAD LEVEL,2024-05-01 08:20:00,SLICE-1,10.12998163577906,326,500
SLICE LOAD LEVEL,2024-05-01 08:25:00,SLICE-1,11.614298836620678,296,500
SLICE LOAD LEVEL,2024-05-01 08:30:00,SLICE-1,13.275963188683388,422,500
SLICE LOAD LEVEL,2024-05-01 08:35:00,SLICE-1,16.790300411403905,371,500
SLICE LOAD LEVEL,2024-05-01 08:40:00,SLICE-1,12.266135954571714,261,500
SLICE LOAD LEVEL,2024-05-01 08:45:00,SLICE-1,15.614747864741695,365,500
SLICE LOAD LEVEL,2024-05-01 08:50:00,SLICE-1,9.925484052319831,198,500
SLICE LOAD LEVEL,2024-05-01 08:55:00,SLICE-1,6.758231090813178,134,500
SLICE LOAD LEVEL,2024-05-01 09:00:00,SLICE-1,12.040471317514386,0,500
SLICE LOAD LEVEL,2024-05-01 09:05:00,SLICE-1,8.013821199876743,0,500
SLICE LOAD LEVEL,2024-05-01 09:10:00,SLICE-1,8.383245642194211,0,500
SLICE LOAD LEVEL,2024-05-01 09:15:00,SLICE-1,7.454524205191724,28,500
SLICE LOAD LEVEL,2024-05-01 09:20:00,SLICE-1,7.348198228023542,95,500
SLICE LOAD LEVEL,2024-05-01 09:25:00,SLICE-1,13.055200240126116,0,500
SLICE LOAD LEVEL,2024-05-01 09:30:00,SLICE-1,8.445264363179739,147,500
SLICE LOAD LEVEL,2024-05-01 09:35:00,SLICE-1,12.466355379629814,172,500
SLICE LOAD LEVEL,2024-05-01 09:40:00,SLICE-1,10.993826910627018,84,500
SLICE LOAD LEVEL,2024-05-01 09:45:00,SLICE-1,10.465750011851547,83,500
SLICE LOAD LEVEL,2024-05-01 09:50:00,SLICE-1,8.751784680102809,24,500
SLICE LOAD LEVEL,2024-05-01 09:55:00,SLICE-1,6.684425494790622,0,500
SLICE LOAD LEVEL,2024-05-01 10:00:00,SLICE-1,6.559968107786553,0,500
SLICE LOAD LEVEL,2024-05-01 10:05:00,SLICE-1,13.370307168856996,0,500
SLICE LOAD LEVEL,2024-05-01 10:10:00,SLICE-1,8.897252990089644,211,500
SLICE LOAD LEVEL,2024-05-01 10:15:00,SLICE-1,8.893439224819712,254,500
SLICE LOAD LEVEL,2024-05-01 10:20:00,SLICE-1,11.745620470300203,258,500
SLICE LOAD LEVEL,2024-05-01 10:25:00,SLICE-1,14.40484186800169,418,500
SLICE LOAD LEVEL,2024-05-01 10:30:00,SLICE-1,12.339515924603742,404,500
SLICE LOAD LEVEL,2024-05-01 10:35:00,SLICE-1,14.434783449058365,288,500
SLICE LOAD LEVEL,2024-05-01 10:40:00,SLICE-1,12.09162679649595,320,500
SLICE LOAD LEVEL,2024-05-01 10:45:00,SLICE-1,14.09128371435508,218,500
SLICE LOAD LEVEL,2024-05-01 10:50:00,SLICE-1,11.707645940548346,96,500
SLICE LOAD LEVEL,2024-05-01 10:55:00,SLICE-1,11.271558062606287,3,500
SLICE LOAD LEVEL,2024-05-01 11:00:00,SLICE-1,5.847489149251371,0,500
SLICE LOAD LEVEL,2024-05-01 11:05:00,SLICE-1,6.5274329702583795,0,500
SLICE LOAD LEVEL,2024-05-01 11:10:00,SLICE-1,9.578996234853275,121,500
SLICE LOAD LEVEL,2024-05-01 11:15:00,SLICE-1,13.629965144919009,20,500
SLICE LOAD LEVEL,2024-05-01 11:20:00,SLICE-1,9.58938233212847,95,500
SLICE LOAD LEVEL,2024-05-01 11:25:00,SLICE-1,11.154834821607581,51,500
SLICE LOAD LEVEL,2024-05-01 11:30:00,SLICE-1,10.724840728387946,67,500
SLICE LOAD LEVEL,2024-05-01 11:35:00,SLICE-1,9.84978325300316,134,500
SLICE LOAD LEVEL,2024-05-01 11:40:00,SLICE-1,10.138804802979825,90,500
SLICE LOAD LEVEL,2024-05-01 11:45:00,SLICE-1,13.062670558834368,110,500
SLICE LOAD LEVEL,2024-05-01 11:50:00,SLICE-1,9.584899082237563,0,500
SLICE LOAD LEVEL,2024-05-01 11:55:00,SLICE-1,9.420708224511381,0,500
SLICE LOAD LEVEL,2024-05-01 12:00:00,SLICE-1,6.193954806154766,0,500
SLICE LOAD LEVEL,2024-05-01 12:05:00,SLICE-1,11.055713090548913,1,500
SLICE LOAD LEVEL,2024-05-01 12:10:00,SLICE-1,10.850116849011476,30,500
SLICE LOAD LEVEL,2024-05-01 12:15:00,SLICE-1,11.135224595034426,382,500
SLICE LOAD LEVEL,2024-05-01 12:20:00,SLICE-1,9.819924167312804,387,500
SLICE LOAD LEVEL,2024-05-01 12:25:00,SLICE-1,11.313632557461734,374,500
SLICE LOAD LEVEL,2024-05-01 12:30:00,SLICE-1,13.888171973731872,380,500
SLICE LOAD LEVEL,2024-05-01 12:35:00,SLICE-1,12.53593917381399,469,500
SLICE LOAD LEVEL,2024-05-01 12:40:00,SLICE-1,14.184406308485134,396,500
SLICE LOAD LEVEL,2024-05-01 12:45:00,SLICE-1,11.288358399976243,307,500
SLICE LOAD LEVEL,2024-05-01 12:50:00,SLICE-1,13.202192801040173,30,500
SLICE LOAD LEVEL,2024-05-01 12:55:00,SLICE-1,8.314919488484344,13,500
SLICE LOAD LEVEL,2024-05-01 13:00:00,SLICE-1,10.358283838497943,64,500
SLICE LOAD LEVEL,2024-05-01 13:05:00,SLICE-1,8.891063738570212,0,500
SLICE LOAD LEVEL,2024-05-01 13:10:00,SLICE-1,9.7057854514269,0,500
SLICE LOAD LEVEL,2024-05-01 13:15:00,SLICE-1,9.783406447519239,78,500
SLICE LOAD LEVEL,2024-05-01 13:20:00,SLICE-1,8.547022112012067,34,500
SLICE LOAD LEVEL,2024-05-01 13:25:00,SLICE-1,6.36715309682611,78,500
SLICE LOAD LEVEL,2024-05-01 13:30:00,SLICE-1,11.22821799872446,106,500
SLICE LOAD LEVEL,2024-05-01 13:35:00,SLICE-1,9.914259137299064,103,500
SLICE LOAD LEVEL,2024-05-01 13:40:00,SLICE-1,11.328909418624992,150,500
SLICE LOAD LEVEL,2024-05-01 13:45:00,SLICE-1,10.093432710968093,105,500
SLICE LOAD LEVEL,2024-05-01 13:50:00,SLICE-1,9.818423364736958,0,500
SLICE LOAD LEVEL,2024-05-01 13:55:00,SLICE-1,8.575327292476281,0,500
SLICE LOAD LEVEL,2024-05-01 14:00:00,SLICE-1,2.744810819552951,0,500
SLICE LOAD LEVEL,2024-05-01 14:05:00,SLICE-1,8.533177317067581,58,500
SLICE LOAD LEVEL,2024-05-01 14:10:00,SLICE-1,8.067167069114038,143,500
SLICE LOAD LEVEL,2024-05-01 14:15:00,SLICE-1,11.457510124615622,272,500
SLICE LOAD LEVEL,2024-05-01 14:20:00,SLICE-1,10.667589529813062,323,500
SLICE LOAD LEVEL,2024-05-01 14:25:00,SLICE-1,15.771011148950638,459,500
SLICE LOAD LEVEL,2024-05-01 14:30:00,SLICE-1,13.962528502347782,494,500
SLICE LOAD LEVEL,2024-05-01 14:35:00,SLICE-1,15.158402885990037,451,500
SLICE LOAD LEVEL,2024-05-01 14:40:00,SLICE-1,9.598092559158312,369,500
SLICE LOAD LEVEL,2024-05-01 14:45:00,SLICE-1,5.826948623502908,166,500
SLICE LOAD LEVEL,2024-05-01 14:50:00,SLICE-1,11.789333793408439,188,500
SLICE LOAD LEVEL,2024-05-01 14:55:00,SLICE-1,9.866879145809257,0,500
SLICE LOAD LEVEL,2024-05-01 15:00:00,SLICE-1,7.252235747333351,0,500
SLICE LOAD LEVEL,2024-05-01 15:05:00,SLICE-1,6.897793645840053,0,500
SLICE LOAD LEVEL,2024-05-01 15:10:00,SLICE-1,6.811636005864368,0,500
SLICE LOAD LEVEL,2024-05-01 15:15:00,SLICE-1,6.974954871178164,58,500
SLICE LOAD LEVEL,2024-05-01 15:20:00,SLICE-1,10.022073615201343,117,500
SLICE LOAD LEVEL,2024-05-01 15:25:00,SLICE-1,14.569541303105565,38,500
SLICE LOAD LEVEL,2024-05-01 15:30:00,SLICE-1,6.42683041015295,188,500
SLICE LOAD LEVEL,2024-05-01 15:35:00,SLICE-1,12.62326379376699,181,500
SLICE LOAD LEVEL,2024-05-01 15:40:00,SLICE-1,9.170910030280515,102,500
SLICE LOAD LEVEL,2024-05-01 15:45:00,SLICE-1,6.847365889034753,14,500
SLICE LOAD LEVEL,2024-05-01 15:50:00,SLICE-1,9.947974840687177,14,500
SLICE LOAD LEVEL,2024-05-01 15:55:00,SLICE-1,8.188561439377713,0,500
SLICE LOAD LEVEL,2024-05-01 16:00:00,SLICE-1,11.049713984883656,5,500
SLICE LOAD LEVEL,2024-05-01 16:05:00,SLICE-1,10.151483652125192,0,500
SLICE LOAD LEVEL,2024-05-01 16:10:00,SLICE-1,9.51351642820097,234,500
SLICE LOAD LEVEL,2024-05-01 16:15:00,SLICE-1,9.906791941094168,227,500
SLICE LOAD LEVEL,2024-05-01 16:20:00,SLICE-1,13.16706411430561,435,500
SLICE LOAD LEVEL,2024-05-01 16:25:00,SLICE-1,9.831948134250514,306,500
SLICE LOAD LEVEL,2024-05-01 16:30:00,SLICE-1,12.81623081669582,504,500
SLICE LOAD LEVEL,2024-05-01 16:35:00,SLICE-1,15.696569992307259,432,500
SLICE LOAD LEVEL,2024-05-01 16:40:00,SLICE-1,13.430874079639295,377,500
SLICE LOAD LEVEL,2024-05-01 16:45:00,SLICE-1,11.597939135499901,226,500
SLICE LOAD LEVEL,2024-05-01 16:50:00,SLICE-1,8.84363805859228,50,500
SLICE LOAD LEVEL,2024-05-01 16:55:00,SLICE-1,7.193160213269175,0,500
SLICE LOAD LEVEL,2024-05-01 17:00:00,SLICE-1,8.68505935480697,0,500
SLICE LOAD LEVEL,2024-05-01 17:05:00,SLICE-1,11.086992590354459,0,500
SLICE LOAD LEVEL,2024-05-01 17:10:00,SLICE-1,7.256024791842734,0,500
SLICE LOAD LEVEL,2024-05-01 17:15:00,SLICE-1,7.39059081395029,0,500
SLICE LOAD LEVEL,2024-05-01 17:20:00,SLICE-1,13.005979852858857,137,500
SLICE LOAD LEVEL,2024-05-01 17:25:00,SLICE-1,9.471884778618348,141,500
SLICE LOAD LEVEL,2024-05-01 17:30:00,SLICE-1,11.420858033157618,57,500
SLICE LOAD LEVEL,2024-05-01 17:35:00,SLICE-1,15.49354828651424,113,500
SLICE LOAD LEVEL,2024-05-01 17:40:00,SLICE-1,11.8666183039478,12,500
SLICE LOAD LEVEL,2024-05-01 17:45:00,SLICE-1,9.299005170295894,0,500
SLICE LOAD LEVEL,2024-05-01 17:50:00,SLICE-1,10.077842540521733,82,500
SLICE LOAD LEVEL,2024-05-01 17:55:00,SLICE-1,8.51526450097892,0,500
SLICE LOAD LEVEL,2024-05-01 18:00:00,SLICE-1,7.814283388543968,79,500
SLICE LOAD LEVEL,2024-05-01 18:05:00,SLICE-1,13.469321738486846,0,500
SLICE LOAD LEVEL,2024-05-01 18:10:00,SLICE-1,10.760938018069746,182,500
SLICE LOAD LEVEL,2024-05-01 18:15:00,SLICE-1,10.119256300309758,236,500
SLICE LOAD LEVEL,2024-05-01 18:20:00,SLICE-1,11.784709401992654,413,500
SLICE LOAD LEVEL,2024-05-01 18:25:00,SLICE-1,11.728239167378735,410,500
SLICE LOAD LEVEL,2024-05-01 18:30:00,SLICE-1,12.80505856610833,455,500
SLICE LOAD LEVEL,2024-05-01 18:35:00,SLICE-1,7.3620656961918005,297,500
SLICE LOAD LEVEL,2024-05-01 18:40:00,SLICE-1,10.517305233782094,279,500
SLICE LOAD LEVEL,2024-05-01 18:45:00,SLICE-1,11.11034517939174,262,500
SLICE LOAD LEVEL,2024-05-01 18:50:00,SLICE-1,12.595353590339858,109,500
SLICE LOAD LEVEL,2024-05-01 18:55:00,SLICE-1,9.61428662991235,0,500
SLICE LOAD LEVEL,2024-05-01 19:00:00,SLICE-1,9.585330597357801,29,500
SLICE LOAD LEVEL,2024-05-01 19:05:00,SLICE-1,10.18681309034087,0,500
SLICE LOAD LEVEL,2024-05-01 19:10:00,SLICE-1,9.680338004337374,0,500
SLICE LOAD LEVEL,2024-05-01 19:15:00,SLICE-1,6.09029764549357,82,500
SLICE LOAD LEVEL,2024-05-01 19:20:00,SLICE-1,11.225441106464267,61,500
SLICE LOAD LEVEL,2024-05-01 19:25:00,SLICE-1,12.0968338026231,222,500
SLICE LOAD LEVEL,2024-05-01 19:30:00,SLICE-1,9.741157403685554,123,500
SLICE LOAD LEVEL,2024-05-01 19:35:00,SLICE-1,9.589707421741306,147,500
SLICE LOAD LEVEL,2024-05-01 19:40:00,SLICE-1,7.205506217272963,20,500
SLICE LOAD LEVEL,2024-05-01 19:45:00,SLICE-1,9.533249584890717,0,500
SLICE LOAD LEVEL,2024-05-01 19:50:00,SLICE-1,9.027569559435102,0,500
SLICE LOAD LEVEL,2024-05-01 19:55:00,SLICE-1,7.424692815872696,90,500
SLICE LOAD LEVEL,2024-05-01 20:00:00,SLICE-1,8.525157762979129,17,500
SLICE LOAD LEVEL,2024-05-01 20:05:00,SLICE-1,8.392160091662861,0,500
SLICE LOAD LEVEL,2024-05-01 20:10:00,SLICE-1,9.732195353265276,104,500
SLICE LOAD LEVEL,2024-05-01 20:15:00,SLICE-1,12.679565570710713,207,500
SLICE LOAD LEVEL,2024-05-01 20:20:00,SLICE-1,11.878013674331749,240,500
SLICE LOAD LEVEL,2024-05-01 20:25:00,SLICE-1,12.722509293596845,441,500
SLICE LOAD LEVEL,2024-05-01 20:30:00,SLICE-1,9.260776493153358,411,500
SLICE LOAD LEVEL,2024-05-01 20:35:00,SLICE-1,10.333163690688203,442,500
SLICE LOAD LEVEL,2024-05-01 20:40:00,SLICE-1,9.600699691992308,283,500
SLICE LOAD LEVEL,2024-05-01 20:45:00,SLICE-1,6.687974776291889,211,500
SLICE LOAD LEVEL,2024-05-01 20:50:00,SLICE-1,9.818519570722684,157,500
SLICE LOAD LEVEL,2024-05-01 20:55:00,SLICE-1,7.278287148815805,108,500
SLICE LOAD LEVEL,2024-05-01 21:00:00,SLICE-1,11.397498762170068,25,500
SLICE LOAD LEVEL,2024-05-01 21:05:00,SLICE-1,5.983611269636361,0,500
SLICE LOAD LEVEL,2024-05-01 21:10:00,SLICE-1,9.26272195296812,0,500
SLICE LOAD LEVEL,2024-05-01 21:15:00,SLICE-1,7.53048273909147,16,500
SLICE LOAD LEVEL,2024-05-01 21:20:00,SLICE-1,8.41181070875314,154,500
SLICE LOAD LEVEL,2024-05-01 21:25:00,SLICE-1,9.3345288540372,121,500
SLICE LOAD LEVEL,2024-05-01 21:30:00,SLICE-1,12.821355317037076,201,500
SLICE LOAD LEVEL,2024-05-01 21:35:00,SLICE-1,13.176667055505174,97,500
SLICE LOAD LEVEL,2024-05-01 21:40:00,SLICE-1,9.215829720407969,143,500
SLICE LOAD LEVEL,2024-05-01 21:45:00,SLICE-1,10.63210450682169,211,500
SLICE LOAD LEVEL,2024-05-01 21:50:00,SLICE-1,10.389535030109345,27,500
SLICE LOAD LEVEL,2024-05-01 21:55:00,SLICE-1,6.512673588409165,0,500
SLICE LOAD LEVEL,2024-05-01 22:00:00,SLICE-1,9.14876246076226,0,500
SLICE LOAD LEVEL,2024-05-01 22:05:00,SLICE-1,8.602469731136967,0,500
SLICE LOAD LEVEL,2024-05-01 22:10:00,SLICE-1,10.147940978864979,0,500
SLICE LOAD LEVEL,2024-05-01 22:15:00,SLICE-1,14.675402836825228,242,500
SLICE LOAD LEVEL,2024-05-01 22:20:00,SLICE-1,10.65191140977187,235,500
SLICE LOAD LEVEL,2024-05-01 22:25:00,SLICE-1,12.863364630974143,362,500
SLICE LOAD LEVEL,2024-05-01 22:30:00,SLICE-1,16.67041264584185,501,500
SLICE LOAD LEVEL,2024-05-01 22:35:00,SLICE-1,10.628314222773746,451,500
SLICE LOAD LEVEL,2024-05-01 22:40:00,SLICE-1,11.916385466849956,328,500
SLICE LOAD LEVEL,2024-05-01 22:45:00,SLICE-1,11.544393812201948,285,500
SLICE LOAD LEVEL,2024-05-01 22:50:00,SLICE-1,6.537972128002959,67,500
SLICE LOAD LEVEL,2024-05-01 22:55:00,SLICE-1,13.418716832505925,59,500
SLICE LOAD LEVEL,2024-05-01 23:00:00,SLICE-1,6.554498384752252,0,500
SLICE LOAD LEVEL,2024-05-01 23:05:00,SLICE-1,5.668910742409778,0,500
SLICE LOAD LEVEL,2024-05-01 23:10:00,SLICE-1,10.537292778160213,0,500
SLICE LOAD LEVEL,2024-05-01 23:15:00,SLICE-1,5.184733373888461,77,500
SLICE LOAD LEVEL,2024-05-01 23:20:00,SLICE-1,7.608634845778638,56,500
SLICE LOAD LEVEL,2024-05-01 23:25:00,SLICE-1,12.088625063087482,124,500
SLICE LOAD LEVEL,2024-05-01 23:30:00,SLICE-1,9.707473337068436,30,500
SLICE LOAD LEVEL,2024-05-01 23:35:00,SLICE-1,10.727144733005124,39,500
SLICE LOAD LEVEL,2024-05-01 23:40:00,SLICE-1,10.424287012445744,9,500
SLICE LOAD LEVEL,2024-05-01 23:45:00,SLICE-1,8.860533086078165,0,500
SLICE LOAD LEVEL,2024-05-01 23:50:00,SLICE-1,2.6679136345661343,0,500
SLICE LOAD LEVEL,2024-05-01 23:55:00,SLICE-1,7.928894859258452,0,500
SLICE LOAD LEVEL,2024-05-02 00:00:00,SLICE-1,6.903792783683722,0,500
SLICE LOAD LEVEL,2024-05-02 00:05:00,SLICE-1,7.384743646258704,38,500
SLICE LOAD LEVEL,2024-05-02 00:10:00,SLICE-1,9.367470693287892,95,500
SLICE LOAD LEVEL,2024-05-02 00:15:00,SLICE-1,8.873047018470594,303,500
SLICE LOAD LEVEL,2024-05-02 00:20:00,SLICE-1,13.428944211173448,432,500
SLICE LOAD LEVEL,2024-05-02 00:25:00,SLICE-1,11.329764712434402,429,500
SLICE LOAD LEVEL,2024-05-02 00:30:00,SLICE-1,10.874023683216965,449,500
SLICE LOAD LEVEL,2024-05-02 00:35:00,SLICE-1,13.56988890410366,347,500
SLICE LOAD LEVEL,2024-05-02 00:40:00,SLICE-1,11.240654754249768,373,500
SLICE LOAD LEVEL,2024-05-02 00:45:00,SLICE-1,9.411736591564003,268,500
SLICE LOAD LEVEL,2024-05-02 00:50:00,SLICE-1,9.55534000786383,182,500
SLICE LOAD LEVEL,2024-05-02 00:55:00,SLICE-1,10.54393265638479,0,500
SLICE LOAD LEVEL,2024-05-02 01:00:00,SLICE-1,9.469280009108715,0,500
SLICE LOAD LEVEL,2024-05-02 01:05:00,SLICE-1,8.0908913880353,76,500
