date,value,event,snssais,numOfUes,numOfUesReg
2023-05-01 05:20:00,2.2359723062256185,SLICE_LOAD_LEVE,SLICE-1,357,500
2023-05-01 05:25:00,2.141335294725926,SLICE_LOAD_LEVE,SLICE-1,342,500
2023-05-01 05:30:00,2.283950746266627,SLICE_LOAD_LEVE,SLICE-1,365,500
2023-05-01 05:35:00,1.7846634541177788,SLICE_LOAD_LEVE,SLICE-1,285,500
2023-05-01 05:40:00,2.3992686603835818,SLICE_LOAD_LEVE,SLICE-1,383,500
2023-05-01 05:45:00,1.8070837843633085,SLICE_LOAD_LEVE,SLICE-1,289,500
2023-05-01 05:50:00,2.143843002437312,SLICE_LOAD_LEVE,SLICE-1,343,500
2023-05-01 05:55:00,2.201130229225827,SLICE_LOAD_LEVE,SLICE-1,352,500
2023-05-01 06:00:00,2.5570642120362086,SLICE_LOAD_LEVE,SLICE-1,409,500
2023-05-01 06:05:00,2.40034090776895,SLICE_LOAD_LEVE,SLICE-1,384,500
2023-05-01 06:10:00,2.0892648780732612,SLICE_LOAD_LEVE,SLICE-1,334,500
2023-05-01 06:15:00,2.0531694311646533,SLICE_LOAD_LEVE,SLICE-1,328,500
2023-05-01 06:20:00,2.2776277507148124,SLICE_LOAD_LEVE,SLICE-1,364,500
2023-05-01 06:25:00,2.0759915969410274,SLICE_LOAD_LEVE,SLICE-1,332,500
2023-05-01 06:30:00,2.2701425872390484,SLICE_LOAD_LEVE,SLICE-1,363,500
2023-05-01 06:35:00,2.1697272573619544,SLICE_LOAD_LEVE,SLICE-1,347,500
2023-05-01 06:40:00,2.0180738214252627,SLICE_LOAD_LEVE,SLICE-1,322,500
2023-05-01 06:45:00,2.048780748872442,SLICE_LOAD_LEVE,SLICE-1,327,500
2023-05-01 06:50:00,2.14467360169262,SLICE_LOAD_LEVE,SLICE-1,343,500
2023-05-01 06:55:00,2.3131495171365923,SLICE_LOAD_LEVE,SLICE-1,370,500
2023-05-01 07:00:00,2.123522173531672,SLICE_LOAD_LEVE,SLICE-1,339,500
2023-05-01 07:05:00,2.1197072092878444,SLICE_LOAD_LEVE,SLICE-1,339,500
2023-05-01 07:10:00,1.8709448300737226,SLICE_LOAD_LEVE,SLICE-1,299,500
2023-05-01 07:15:00,2.04312961035665,SLICE_LOAD_LEVE,SLICE-1,326,500
2023-05-01 07:20:00,2.3448253083684607,SLICE_LOAD_LEVE,SLICE-1,375,500
2023-05-01 07:25:00,2.455016895939335,SLICE_LOAD_LEVE,SLICE-1,392,500
2023-05-01 07:30:00,2.4197296416496217,SLICE_LOAD_LEVE,SLICE-1,387,500
2023-05-01 07:35:00,2.26522923126796,SLICE_LOAD_LEVE,SLICE-1,362,500
2023-05-01 07:40:00,1.7600462407748099,SLICE_LOAD_LEVE,SLICE-1,281,500
2023-05-01 07:45:00,2.3795060000789086,SLICE_LOAD_LEVE,SLICE-1,380,500
2023-05-01 07:50:00,2.3180128866269945,SLICE_LOAD_LEVE,SLICE-1,370,500
2023-05-01 07:55:00,2.1727717739482664,SLICE_LOAD_LEVE,SLICE-1,347,500
2023-05-01 08:00:00,2.001152651757256,SLICE_LOAD_LEVE,SLICE-1,320,500
2023-05-01 08:05:00,2.2001877106379486,SLICE_LOAD_LEVE,SLICE-1,352,500
2023-05-01 08:10:00,2.294898174147129,SLICE_LOAD_LEVE,SLICE-1,367,500
2023-05-01 08:15:00,1.925256714487673,SLICE_LOAD_LEVE,SLICE-1,308,500
2023-05-01 08:20:00,1.856587658017824,SLICE_LOAD_LEVE,SLICE-1,297,500
2023-05-01 08:25:00,2.5542689856221967,SLICE_LOAD_LEVE,SLICE-1,408,500
2023-05-01 08:30:00,2.0365623677780573,SLICE_LOAD_LEVE,SLICE-1,325,500
2023-05-01 08:35:00,2.4337162228228104,SLICE_LOAD_LEVE,SLICE-1,389,500
2023-05-01 08:40:00,2.322098596793178,SLICE_LOAD_LEVE,SLICE-1,371,500
2023-05-01 08:45:00,2.094943438533042,SLICE_LOAD_LEVE,SLICE-1,335,500
2023-05-01 08:50:00,2.2602264419625864,SLICE_LOAD_LEVE,SLICE-1,361,500
2023-05-01 08:55:00,2.4314192115603803,SLICE_LOAD_LEVE,SLICE-1,389,500
2023-05-01 09:00:00,2.418922957541504,SLICE_LOAD_LEVE,SLICE-1,387,500
2023-05-01 09:05:00,2.4099846273209558,SLICE_LOAD_LEVE,SLICE-1,385,500
2023-05-01 09:10:00,1.995820138653353,SLICE_LOAD_LEVE,SLICE-1,319,500
2023-05-01 09:15:00,2.320343279062512,SLICE_LOAD_LEVE,SLICE-1,371,500
2023-05-01 09:20:00,2.085999636392676,SLICE_LOAD_LEVE,SLICE-1,333,500
2023-05-01 09:25:00,1.8742013186082913,SLICE_LOAD_LEVE,SLICE-1,299,500
2023-05-01 09:30:00,2.080619239031245,SLICE_LOAD_LEVE,SLICE-1,332,500
2023-05-01 09:35:00,2.296837307828656,SLICE_LOAD_LEVE,SLICE-1,367,500
2023-05-01 09:40:00,2.1100343249309175,SLICE_LOAD_LEVE,SLICE-1,337,500
2023-05-01 09:45:00,2.2291569285019524,SLICE_LOAD_LEVE,SLICE-1,356,500
2023-05-01 09:50:00,1.9631802166252597,SLICE_LOAD_LEVE,SLICE-1,314,500
2023-05-01 09:55:00,2.2327108599532104,SLICE_LOAD_LEVE,SLICE-1,357,500
2023-05-01 10:00:00,2.4914522811055875,SLICE_LOAD_LEVE,SLICE-1,398,500
2023-05-01 10:05:00,2.3169391012322613,SLICE_LOAD_LEVE,SLICE-1,370,500
2023-05-01 10:10:00,2.1108641827327626,SLICE_LOAD_LEVE,SLICE-1,337,500
2023-05-01 10:15:00,2.1252680430812765,SLICE_LOAD_LEVE,SLICE-1,340,500
2023-05-01 10:20:00,2.340875593533454,SLICE_LOAD_LEVE,SLICE-1,374,500
2023-05-01 10:25:00,2.4864090077104612,SLICE_LOAD_LEVE,SLICE-1,397,500
2023-05-01 10:30:00,2.3236929809519493,SLICE_LOAD_LEVE,SLICE-1,371,500
2023-05-01 10:35:00,2.394792656820458,SLICE_LOAD_LEVE,SLICE-1,383,500
2023-05-01 10:40:00,2.307064527995651,SLICE_LOAD_LEVE,SLICE-1,369,500
2023-05-01 10:45:00,2.4194331022840716,SLICE_LOAD_LEVE,SLICE-1,387,500
2023-05-01 10:50:00,2.132328009673423,SLICE_LOAD_LEVE,SLICE-1,341,500
2023-05-01 10:55:00,2.2237338522474035,SLICE_LOAD_LEVE,SLICE-1,355,500
2023-05-01 11:00:00,1.923444285153522,SLICE_LOAD_LEVE,SLICE-1,307,500
2023-05-01 11:05:00,2.3334049273313036,SLICE_LOAD_LEVE,SLICE-1,373,500
2023-05-01 11:10:00,2.1301983154585575,SLICE_LOAD_LEVE,SLICE-1,340,500
2023-05-01 11:15:00,2.042460796839685,SLICE_LOAD_LEVE,SLICE-1,326,500
2023-05-01 11:20:00,2.2378160506443416,SLICE_LOAD_LEVE,SLICE-1,358,500
2023-05-01 11:25:00,2.0918107606122396,SLICE_LOAD_LEVE,SLICE-1,334,500
2023-05-01 11:30:00,2.3649800133756314,SLICE_LOAD_LEVE,SLICE-1,378,500
2023-05-01 11:35:00,2.069963233769669,SLICE_LOAD_LEVE,SLICE-1,331,500
2023-05-01 11:40:00,2.5485831546779556,SLICE_LOAD_LEVE,SLICE-1,407,500
2023-05-01 11:45:00,2.217419646902438,SLICE_LOAD_LEVE,SLICE-1,354,500
2023-05-01 11:50:00,2.098042550912471,SLICE_LOAD_LEVE,SLICE-1,335,500
2023-05-01 11:55:00,2.2070921901889995,SLICE_LOAD_LEVE,SLICE-1,353,500
2023-05-01 12:00:00,2.2417272809796516,SLICE_LOAD_LEVE,SLICE-1,358,500
2023-05-01 12:05:00,2.141571963374723,SLICE_LOAD_LEVE,SLICE-1,342,500
2023-05-01 12:10:00,2.2241082188159518,SLICE_LOAD_LEVE,SLICE-1,355,500
2023-05-01 12:15:00,2.1123822098026324,SLICE_LOAD_LEVE,SLICE-1,337,500
2023-05-01 12:20:00,2.0416432066340287,SLICE_LOAD_LEVE,SLICE-1,326,500
2023-05-01 12:25:00,2.425515106689038,SLICE_LOAD_LEVE,SLICE-1,388,500
2023-05-01 12:30:00,1.9901754325086838,SLICE_LOAD_LEVE,SLICE-1,318,500
2023-05-01 12:35:00,2.329968776939442,SLICE_LOAD_LEVE,SLICE-1,372,500
2023-05-01 12:40:00,2.3787742964406564,SLICE_LOAD_LEVE,SLICE-1,380,500
2023-05-01 12:45:00,2.217516957796564,SLICE_LOAD_LEVE,SLICE-1,354,500
2023-05-01 12:50:00,2.2492468391693747,SLICE_LOAD_LEVE,SLICE-1,359,500
2023-05-01 12:55:00,2.350368072164875,SLICE_LOAD_LEVE,SLICE-1,376,500
2023-05-01 13:00:00,2.089521073139876,SLICE_LOAD_LEVE,SLICE-1,334,500
2023-05-01 13:05:00,2.314910404183652,SLICE_LOAD_LEVE,SLICE-1,370,500
2023-05-01 13:10:00,2.1575423596822736,SLICE_LOAD_LEVE,SLICE-1,345,500
2023-05-01 13:15:00,2.1106555598215846,SLICE_LOAD_LEVE,SLICE-1,337,500
2023-05-01 13:20:00,2.2258436731112723,SLICE_LOAD_LEVE,SLICE-1,356,500
2023-05-01 13:25:00,2.0097856754410897,SLICE_LOAD_LEVE,SLICE-1,321,500
2023-05-01 13:30:00,1.6965049594800286,SLICE_LOAD_LEVE,SLICE-1,271,500
2023-05-01 13:35:00,2.24299551316449,SLICE_LOAD_LEVE,SLICE-1,358,500
2023-05-01 13:40:00,2.022865796328097,SLICE_LOAD_LEVE,SLICE-1,323,500
2023-05-01 13:45:00,2.1659585859715484,SLICE_LOAD_LEVE,SLICE-1,346,500
2023-05-01 13:50:00,2.347781429177712,SLICE_LOAD_LEVE,SLICE-1,375,500
2023-05-01 13:55:00,2.028827450195724,SLICE_LOAD_LEVE,SLICE-1,324,500
2023-05-01 14:00:00,2.0505880948529773,SLICE_LOAD_LEVE,SLICE-1,328,500
2023-05-01 14:05:00,2.342755130886589,SLICE_LOAD_LEVE,SLICE-1,374,500
2023-05-01 14:10:00,2.293310521811992,SLICE_LOAD_LEVE,SLICE-1,366,500
2023-05-01 14:15:00,1.941628280681263,SLICE_LOAD_LEVE,SLICE-1,310,500
2023-05-01 14:20:00,2.284978145296963,SLICE_LOAD_LEVE,SLICE-1,365,500
2023-05-01 14:25:00,2.0835157271343148,SLICE_LOAD_LEVE,SLICE-1,333,500
2023-05-01 14:30:00,2.2168652555180692,SLICE_LOAD_LEVE,SLICE-1,354,500
2023-05-01 14:35:00,2.038271224436736,SLICE_LOAD_LEVE,SLICE-1,326,500
2023-05-01 14:40:00,2.084544481663809,SLICE_LOAD_LEVE,SLICE-1,333,500
2023-05-01 14:45:00,2.380123763526946,SLICE_LOAD_LEVE,SLICE-1,380,500
2023-05-01 14:50:00,2.4023765807021213,SLICE_LOAD_LEVE,SLICE-1,384,500
2023-05-01 14:55:00,2.6690557620530058,SLICE_LOAD_LEVE,SLICE-1,427,500
2023-05-01 15:00:00,1.7633336237477955,SLICE_LOAD_LEVE,SLICE-1,282,500
2023-05-01 15:05:00,2.495682468252722,SLICE_LOAD_LEVE,SLICE-1,399,500
2023-05-01 15:10:00,2.045773866190695,SLICE_LOAD_LEVE,SLICE-1,327,500
2023-05-01 15:15:00,2.3846495959444245,SLICE_LOAD_LEVE,SLICE-1,381,500
2023-05-01 15:20:00,2.1276763177897595,SLICE_LOAD_LEVE,SLICE-1,340,500
2023-05-01 15:25:00,2.4010441997892245,SLICE_LOAD_LEVE,SLICE-1,384,500
2023-05-01 15:30:00,2.087670537477375,SLICE_LOAD_LEVE,SLICE-1,334,500
2023-05-01 15:35:00,2.284628079750851,SLICE_LOAD_LEVE,SLICE-1,365,500
2023-05-01 15:40:00,2.2736214265220673,SLICE_LOAD_LEVE,SLICE-1,363,500
2023-05-01 15:45:00,1.9965467748537435,SLICE_LOAD_LEVE,SLICE-1,319,500
2023-05-01 15:50:00,2.48224831717561,SLICE_LOAD_LEVE,SLICE-1,397,500
2023-05-01 15:55:00,2.497958098686487,SLICE_LOAD_LEVE,SLICE-1,399,500
2023-05-01 16:00:00,2.2613024325708238,SLICE_LOAD_LEVE,SLICE-1,361,500
2023-05-01 16:05:00,2.0452243809902955,SLICE_LOAD_LEVE,SLICE-1,327,500
2023-05-01 16:10:00,2.255835663829258,SLICE_LOAD_LEVE,SLICE-1,360,500
2023-05-01 16:15:00,2.6365203978440928,SLICE_LOAD_LEVE,SLICE-1,421,500
2023-05-01 16:20:00,2.2455326024103512,SLICE_LOAD_LEVE,SLICE-1,359,500
2023-05-01 16:25:00,2.2474442020954846,SLICE_LOAD_LEVE,SLICE-1,359,500
2023-05-01 16:30:00,2.4111534131210033,SLICE_LOAD_LEVE,SLICE-1,385,500
2023-05-01 16:35:00,2.3878083616174983,SLICE_LOAD_LEVE,SLICE-1,382,500
2023-05-01 16:40:00,2.066705104603835,SLICE_LOAD_LEVE,SLICE-1,330,500
2023-05-01 16:45:00,1.8774976356536532,SLICE_LOAD_LEVE,SLICE-1,300,500
2023-05-01 16:50:00,2.3387622187611257,SLICE_LOAD_LEVE,SLICE-1,374,500
2023-05-01 16:55:00,2.0309710084434265,SLICE_LOAD_LEVE,SLICE-1,324,500
2023-05-01 17:00:00,2.0340584180354333,SLICE_LOAD_LEVE,SLICE-1,325,500
2023-05-01 17:05:00,2.1353014150866025,SLICE_LOAD_LEVE,SLICE-1,341,500
2023-05-01 17:10:00,2.2865340961504814,SLICE_LOAD_LEVE,SLICE-1,365,500
2023-05-01 17:15:00,2.4117769458047986,SLICE_LOAD_LEVE,SLICE-1,385,500
2023-05-01 17:20:00,2.3870210548724313,SLICE_LOAD_LEVE,SLICE-1,381,500
2023-05-01 17:25:00,2.2370038905539693,SLICE_LOAD_LEVE,SLICE-1,357,500
2023-05-01 17:30:00,2.040876342467312,SLICE_LOAD_LEVE,SLICE-1,326,500
2023-05-01 17:35:00,2.5613331467910996,SLICE_LOAD_LEVE,SLICE-1,409,500
2023-05-01 17:40:00,2.0727017114170354,SLICE_LOAD_LEVE,SLICE-1,331,500
2023-05-01 17:45:00,2.3647420459999324,SLICE_LOAD_LEVE,SLICE-1,378,500
2023-05-01 17:50:00,2.4163676128410643,SLICE_LOAD_LEVE,SLICE-1,386,500
2023-05-01 17:55:00,2.3449252447316606,SLICE_LOAD_LEVE,SLICE-1,375,500
2023-05-01 18:00:00,2.159901554099192,SLICE_LOAD_LEVE,SLICE-1,345,500
2023-05-01 18:05:00,1.8539126985759302,SLICE_LOAD_LEVE,SLICE-1,296,500
2023-05-01 18:10:00,2.2786951409916534,SLICE_LOAD_LEVE,SLICE-1,364,500
2023-05-01 18:15:00,2.1542933482219127,SLICE_LOAD_LEVE,SLICE-1,344,500
2023-05-01 18:20:00,2.461790595955374,SLICE_LOAD_LEVE,SLICE-1,393,500
2023-05-01 18:25:00,2.044013139836234,SLICE_LOAD_LEVE,SLICE-1,327,500
2023-05-01 18:30:00,1.837599705269995,SLICE_LOAD_LEVE,SLICE-1,294,500
2023-05-01 18:35:00,1.9254656449865901,SLICE_LOAD_LEVE,SLICE-1,308,500
2023-05-01 18:40:00,2.224322197618801,SLICE_LOAD_LEVE,SLICE-1,355,500
2023-05-01 18:45:00,1.9124614143108434,SLICE_LOAD_LEVE,SLICE-1,305,500
2023-05-01 18:50:00,2.034650647103375,SLICE_LOAD_LEVE,SLICE-1,325,500
2023-05-01 18:55:00,2.083988797672956,SLICE_LOAD_LEVE,SLICE-1,333,500
2023-05-01 19:00:00,2.1805846065542664,SLICE_LOAD_LEVE,SLICE-1,348,500
2023-05-01 19:05:00,2.428086504115415,SLICE_LOAD_LEVE,SLICE-1,388,500
2023-05-01 19:10:00,2.0033119696584785,SLICE_LOAD_LEVE,SLICE-1,320,500
2023-05-01 19:15:00,2.021112108418754,SLICE_LOAD_LEVE,SLICE-1,323,500
2023-05-01 19:20:00,2.156106032753927,SLICE_LOAD_LEVE,SLICE-1,344,500
2023-05-01 19:25:00,2.423622177579763,SLICE_LOAD_LEVE,SLICE-1,387,500
2023-05-01 19:30:00,2.378903974917911,SLICE_LOAD_LEVE,SLICE-1,380,500
2023-05-01 19:35:00,2.1385098001469043,SLICE_LOAD_LEVE,SLICE-1,342,500
2023-05-01 19:40:00,2.2777876856641197,SLICE_LOAD_LEVE,SLICE-1,364,500
2023-05-01 19:45:00,2.2391479730481754,SLICE_LOAD_LEVE,SLICE-1,358,500
2023-05-01 19:50:00,2.3005812051580694,SLICE_LOAD_LEVE,SLICE-1,368,500
2023-05-01 19:55:00,2.14086499173132,SLICE_LOAD_LEVE,SLICE-1,342,500
2023-05-01 20:00:00,2.8336884448435207,SLICE_LOAD_LEVE,SLICE-1,453,500
2023-05-01 20:05:00,2.2690473152944257,SLICE_LOAD_LEVE,SLICE-1,363,500
2023-05-01 20:10:00,2.1652294666043037,SLICE_LOAD_LEVE,SLICE-1,346,500
2023-05-01 20:15:00,2.4648749734707542,SLICE_LOAD_LEVE,SLICE-1,394,500
2023-05-01 20:20:00,2.2876924949624815,SLICE_LOAD_LEVE,SLICE-1,366,500
2023-05-01 20:25:00,2.0656549881763224,SLICE_LOAD_LEVE,SLICE-1,330,500
2023-05-01 20:30:00,2.068255567369592,SLICE_LOAD_LEVE,SLICE-1,330,500
2023-05-01 20:35:00,2.642882337442213,SLICE_LOAD_LEVE,SLICE-1,422,500
2023-05-01 20:40:00,2.101229157228826,SLICE_LOAD_LEVE,SLICE-1,336,500
2023-05-01 20:45:00,2.4943022639073194,SLICE_LOAD_LEVE,SLICE-1,399,500
2023-05-01 20:50:00,2.268183046103982,SLICE_LOAD_LEVE,SLICE-1,362,500
2023-05-01 20:55:00,2.284771405498753,SLICE_LOAD_LEVE,SLICE-1,365,500
2023-05-01 21:00:00,2.2701287431766484,SLICE_LOAD_LEVE,SLICE-1,363,500
2023-05-01 21:05:00,2.3275985332197213,SLICE_LOAD_LEVE,SLICE-1,372,500
2023-05-01 21:10:00,2.2324244902687003,SLICE_LOAD_LEVE,SLICE-1,357,500
2023-05-01 21:15:00,2.259668505521916,SLICE_LOAD_LEVE,SLICE-1,361,500
2023-05-01 21:20:00,2.1003609870653404,SLICE_LOAD_LEVE,SLICE-1,336,500
2023-05-01 21:25:00,2.313568736743152,SLICE_LOAD_LEVE,SLICE-1,370,500
2023-05-01 21:30:00,2.0180983347309125,SLICE_LOAD_LEVE,SLICE-1,322,500
2023-05-01 21:35:00,2.622241736901068,SLICE_LOAD_LEVE,SLICE-1,419,500
2023-05-01 21:40:00,2.4101850749379836,SLICE_LOAD_LEVE,SLICE-1,385,500
2023-05-01 21:45:00,2.523853621064964,SLICE_LOAD_LEVE,SLICE-1,403,500
2023-05-01 21:50:00,2.1456300278575444,SLICE_LOAD_LEVE,SLICE-1,343,500
2023-05-01 21:55:00,1.823554105373926,SLICE_LOAD_LEVE,SLICE-1,291,500
2023-05-01 22:00:00,2.563694381174569,SLICE_LOAD_LEVE,SLICE-1,410,500
2023-05-01 22:05:00,2.131055367504071,SLICE_LOAD_LEVE,SLICE-1,340,500
2023-05-01 22:10:00,2.206274568573276,SLICE_LOAD_LEVE,SLICE-1,353,500
2023-05-01 22:15:00,2.2024480585549484,SLICE_LOAD_LEVE,SLICE-1,352,500
2023-05-01 22:20:00,2.2805262913305597,SLICE_LOAD_LEVE,SLICE-1,364,500
2023-05-01 22:25:00,2.030552091811086,SLICE_LOAD_LEVE,SLICE-1,324,500
2023-05-01 22:30:00,2.456739550286744,SLICE_LOAD_LEVE,SLICE-1,393,500
2023-05-01 22:35:00,2.3104516778904403,SLICE_LOAD_LEVE,SLICE-1,369,500
2023-05-01 22:40:00,2.2324155392466163,SLICE_LOAD_LEVE,SLICE-1,357,500
2023-05-01 22:45:00,2.190500763342145,SLICE_LOAD_LEVE,SLICE-1,350,500
2023-05-01 22:50:00,2.32573216635659,SLICE_LOAD_LEVE,SLICE-1,372,500
2023-05-01 22:55:00,2.399767471952215,SLICE_LOAD_LEVE,SLICE-1,383,500
2023-05-01 23:00:00,2.1748540507313043,SLICE_LOAD_LEVE,SLICE-1,347,500
2023-05-01 23:05:00,1.9582408447741881,SLICE_LOAD_LEVE,SLICE-1,313,500
2023-05-01 23:10:00,2.592889900798596,SLICE_LOAD_LEVE,SLICE-1,414,500
2023-05-01 23:15:00,2.233192991066245,SLICE_LOAD_LEVE,SLICE-1,357,500
2023-05-01 23:20:00,1.795508515123529,SLICE_LOAD_LEVE,SLICE-1,287,500
2023-05-01 23:25:00,2.6969045838339065,SLICE_LOAD_LEVE,SLICE-1,431,500
2023-05-01 23:30:00,2.370196496561007,SLICE_LOAD_LEVE,SLICE-1,379,500
2023-05-01 23:35:00,2.154416559805257,SLICE_LOAD_LEVE,SLICE-1,344,500
2023-05-01 23:40:00,2.2859336299524635,SLICE_LOAD_LEVE,SLICE-1,365,500
2023-05-01 23:45:00,1.844788188215107,SLICE_LOAD_LEVE,SLICE-1,295,500
2023-05-01 23:50:00,2.1428974397791056,SLICE_LOAD_LEVE,SLICE-1,342,500
2023-05-01 23:55:00,2.478567863384189,SLICE_LOAD_LEVE,SLICE-1,396,500
2023-05-02 00:00:00,2.399103424627029,SLICE_LOAD_LEVE,SLICE-1,383,500
2023-05-02 00:05:00,1.9679052344978896,SLICE_LOAD_LEVE,SLICE-1,314,500
2023-05-02 00:10:00,2.392164614881941,SLICE_LOAD_LEVE,SLICE-1,382,500
2023-05-02 00:15:00,2.325534967950006,SLICE_LOAD_LEVE,SLICE-1,372,500
2023-05-02 00:20:00,2.0064303426493186,SLICE_LOAD_LEVE,SLICE-1,321,500
